.ID.  localsearch  rho  ants  statusElite  iteration - 1  eliteResults|.ID.  localsearch  rho  ants  statusNew  iteration  newResults
3  3  0.2453  31  e  1  5543828.36363636|278  3  0.3291  28  ne  2  5546216.18181818
3  3  0.2453  31  e  1  5543828.36363636|279  3  0.2041  16  ne  2  5547432.90909091
3  3  0.2453  31  e  1  5543828.36363636|280  2  0.2643  25  ne  2  5997634
3  3  0.2453  31  e  1  5543828.36363636|283  3  0.2388  31  ne  2  6695432.44444444
3  3  0.2453  31  e  1  5543828.36363636|284  1  0.2295  37  ne  2  5992734
3  3  0.2453  31  e  1  5543828.36363636|285  0  0.2876  48  ne  2  5993107.2
3  3  0.2453  31  e  1  5543828.36363636|288  2  0.1475  36  ne  2  5987988
3  3  0.2453  31  e  1  5543828.36363636|290  3  0.2756  23  ne  2  6698749.33333333
3  3  0.2453  31  e  1  5543828.36363636|292  1  0.2549  36  ne  2  5993577.2
3  3  0.2453  31  e  1  5543828.36363636|295  2  0.3583  38  ne  2  5987342
3  3  0.2453  31  e  1  5543828.36363636|303  3  0.1271  34  ne  2  5545861.27272727
3  3  0.2453  31  e  1  5543828.36363636|305  3  0.3414  29  ne  2  5540753.09090909
3  3  0.2453  31  e  1  5543828.36363636|307  3  0.2  28  ne  2  6697419.33333333
3  3  0.2453  31  e  1  5543828.36363636|311  0  0.4205  23  ne  2  5981222
3  3  0.2453  31  e  1  5543828.36363636|313  1  0.205  37  ne  2  5991655.2
3  3  0.2453  31  e  1  5543828.36363636|314  2  0.3566  18  ne  2  5991150.8
3  3  0.2453  31  e  1  5543828.36363636|315  3  0.2778  14  ne  2  5547277.81818182
3  3  0.2453  31  e  1  5543828.36363636|319  1  0.108  45  ne  2  6001215.6
3  3  0.2453  31  e  1  5543828.36363636|323  1  0.3277  44  ne  2  5988675.2
3  3  0.2453  31  e  1  5543828.36363636|326  0  0.2657  28  ne  2  6003345.6
3  3  0.2453  31  e  1  5543828.36363636|327  3  0.1392  31  ne  2  5545008.72727273
3  3  0.2453  31  e  1  5543828.36363636|328  0  0.3008  25  ne  2  5994518.8
3  3  0.2453  31  e  1  5543828.36363636|329  2  0.3768  41  ne  2  5993415.6
3  3  0.2453  31  e  1  5543828.36363636|330  3  0.1455  42  ne  2  6696275.11111111
3  3  0.2453  31  e  1  5543828.36363636|332  3  0.385  25  ne  2  5543837.81818182
3  3  0.2453  31  e  1  5543828.36363636|333  2  0.3362  24  ne  2  5984803.6
3  3  0.2453  31  e  1  5543828.36363636|334  1  0.2179  25  ne  2  5985180
3  3  0.2453  31  e  1  5543828.36363636|335  3  0.2898  25  ne  2  5971248.4
3  3  0.2453  31  e  1  5543828.36363636|337  1  0.3653  36  ne  2  5998097.2
3  3  0.2453  31  e  1  5543828.36363636|338  2  0.2318  52  ne  2  5993994
3  3  0.2453  31  e  1  5543828.36363636|340  0  0.1232  40  ne  2  5999300.8
3  3  0.2453  31  e  1  5543828.36363636|344  3  0.0771  27  ne  2  5545643.81818182
3  3  0.2453  31  e  1  5543828.36363636|345  3  0.1088  31  ne  2  6696304.44444444
3  3  0.2453  31  e  1  5543828.36363636|348  2  0.1844  35  ne  2  6002061.2
3  3  0.2453  31  e  1  5543828.36363636|349  3  0.4247  32  ne  2  6699550.44444444
3  3  0.2453  31  e  1  5543828.36363636|351  3  0.3539  20  ne  2  5545523.45454545
3  3  0.2453  31  e  1  5543828.36363636|355  2  0.1901  28  ne  2  5995215.2
3  3  0.2453  31  e  1  5543828.36363636|356  3  0.1542  36  ne  2  5548316.36363636
3  3  0.2453  31  e  1  5543828.36363636|357  0  0.2363  33  ne  2  5982512
3  3  0.2453  31  e  1  5543828.36363636|358  1  0.2793  15  ne  2  5987770
3  3  0.2453  31  e  1  5543828.36363636|362  3  0.2905  28  ne  2  5545173.81818182
3  3  0.2453  31  e  1  5543828.36363636|364  2  0.3614  31  ne  2  5989287.2
3  3  0.2453  31  e  1  5543828.36363636|368  3  0.308  42  ne  2  6697146
3  3  0.2453  31  e  1  5543828.36363636|369  3  0.0292  35  ne  2  6702644.66666667
3  3  0.2453  31  e  1  5543828.36363636|372  2  0.1821  30  ne  2  5995001.6
3  3  0.2453  31  e  1  5543828.36363636|373  3  0.2495  40  ne  2  6694691.33333333
3  3  0.2453  31  e  1  5543828.36363636|374  3  0.3072  35  ne  2  5544681.63636364
3  3  0.2453  31  e  1  5543828.36363636|375  3  0.4194  25  ne  2  5544086
3  3  0.2453  31  e  1  5543828.36363636|376  3  0.2459  50  ne  2  5971254.4
3  3  0.2453  31  e  1  5543828.36363636|377  3  0.2918  39  ne  2  5549412.54545455
3  3  0.2453  31  e  1  5543828.36363636|380  3  0.1814  36  ne  2  5544399.81818182
3  3  0.2453  31  e  1  5543828.36363636|389  2  0.2771  38  ne  2  5997632.8
3  3  0.2453  31  e  1  5543828.36363636|393  2  0.2806  31  ne  2  5990920.8
3  3  0.2453  31  e  1  5543828.36363636|394  3  0.2801  26  ne  2  5545631.09090909
3  3  0.2453  31  e  1  5543828.36363636|397  3  0.1305  36  ne  2  6698552.22222222
3  3  0.2453  31  e  1  5543828.36363636|398  2  0.1862  46  ne  2  5993222
3  3  0.2453  31  e  1  5543828.36363636|400  1  0.3167  28  ne  2  5994257.2
3  3  0.2453  31  e  1  5543828.36363636|401  3  0.1792  26  ne  2  5545367.27272727
3  3  0.2453  31  e  1  5543828.36363636|404  0  0.2552  31  ne  2  6000384.4
3  3  0.2453  31  e  1  5543828.36363636|405  3  0.1865  29  ne  2  5548392.90909091
3  3  0.2453  31  e  1  5543828.36363636|407  1  0.2549  33  ne  2  5986430.8
3  3  0.2453  31  e  1  5543828.36363636|408  3  0.2695  32  ne  2  5545973.45454545
3  3  0.2453  31  e  1  5543828.36363636|410  0  0.3362  41  ne  2  5985592.8
3  3  0.2453  31  e  1  5543828.36363636|412  3  0.1833  30  ne  2  5548678.90909091
3  3  0.2453  31  e  1  5543828.36363636|416  3  0.2494  23  ne  2  5542309.27272727
3  3  0.2453  31  e  1  5543828.36363636|417  0  0.123  34  ne  2  5988917.2
3  3  0.2453  31  e  1  5543828.36363636|422  3  0.2278  33  ne  2  5550604.18181818
3  3  0.2453  31  e  1  5543828.36363636|423  2  0.2535  15  ne  2  5982798.8
3  3  0.2453  31  e  1  5543828.36363636|426  3  0.2352  13  ne  2  5544380.90909091
