.ID.  localsearch  rho  ants  statusElite  iteration  eliteResults|.ID.  localsearch  rho  ants  statusNew  iteration  newResults
111  3  0.24  10  e  1  5349397.8|282  3  0.1723  6  ne  2  5349128.8
111  3  0.24  10  e  1  5349397.8|283  0  0.2873  4  ne  2  3996833.33333333
111  3  0.24  10  e  1  5349397.8|285  1  0.2954  2  ne  2  4003544.66666667
111  3  0.24  10  e  1  5349397.8|287  1  0.1842  8  ne  2  3996246.66666667
111  3  0.24  10  e  1  5349397.8|288  2  0.3112  15  ne  2  4868173.25
111  3  0.24  10  e  1  5349397.8|289  3  0.1877  7  ne  2  5349367.4
111  3  0.24  10  e  1  5349397.8|290  3  0.0705  26  ne  2  4850297.5
111  3  0.24  10  e  1  5349397.8|292  3  0.3585  11  ne  2  5353360
111  3  0.24  10  e  1  5349397.8|295  0  0.2056  7  ne  2  4004226
111  3  0.24  10  e  1  5349397.8|297  3  0.1961  4  ne  2  5353299
111  3  0.24  10  e  1  5349397.8|303  3  0.2655  3  ne  2  3971450
111  3  0.24  10  e  1  5349397.8|304  3  0.2687  10  ne  2  5352341.8
111  3  0.24  10  e  1  5349397.8|309  0  0.1204  27  ne  2  3994797.33333333
111  3  0.24  10  e  1  5349397.8|312  3  0.29  3  ne  2  5353908.6
111  3  0.24  10  e  1  5349397.8|314  3  0.2214  19  ne  2  5349752.8
111  3  0.24  10  e  1  5349397.8|315  1  0.1403  22  ne  2  3987539
111  3  0.24  10  e  1  5349397.8|316  3  0.1537  1  ne  2  5354623.8
111  3  0.24  10  e  1  5349397.8|317  1  0.2619  1  ne  2  4008050
111  3  0.24  10  e  1  5349397.8|318  3  0.3513  5  ne  2  5349825.2
111  3  0.24  10  e  1  5349397.8|319  1  0.3178  15  ne  2  3988852
111  3  0.24  10  e  1  5349397.8|320  3  0.2452  8  ne  2  4851313.25
111  3  0.24  10  e  1  5349397.8|326  3  0.2102  7  ne  2  5350265.6
111  3  0.24  10  e  1  5349397.8|330  3  0.2508  16  ne  2  5350777.8
111  3  0.24  10  e  1  5349397.8|331  3  0.2869  15  ne  2  5353190.8
111  3  0.24  10  e  1  5349397.8|333  0  0.2163  16  ne  2  3993595.66666667
111  3  0.24  10  e  1  5349397.8|334  3  0.0896  3  ne  2  5350735.8
111  3  0.24  10  e  1  5349397.8|335  0  0.2094  16  ne  2  3984151.66666667
111  3  0.24  10  e  1  5349397.8|336  3  0.2162  13  ne  2  5348981
111  3  0.24  10  e  1  5349397.8|338  2  0.2057  5  ne  2  3987059
111  3  0.24  10  e  1  5349397.8|339  1  0.2452  6  ne  2  3987456
111  3  0.24  10  e  1  5349397.8|343  3  0.1546  13  ne  2  5348096.2
111  3  0.24  10  e  1  5349397.8|344  3  0.1421  16  ne  2  5347921.2
111  3  0.24  10  e  1  5349397.8|345  3  0.2822  13  ne  2  5351827.4
111  3  0.24  10  e  1  5349397.8|348  1  0.2822  12  ne  2  3988699.33333333
111  3  0.24  10  e  1  5349397.8|349  0  0.3288  18  ne  2  3989870.33333333
111  3  0.24  10  e  1  5349397.8|350  0  0.2412  26  ne  2  4872929
111  3  0.24  10  e  1  5349397.8|353  1  0.1881  1  ne  2  3995197.33333333
111  3  0.24  10  e  1  5349397.8|354  3  0.223  16  ne  2  5352103.6
111  3  0.24  10  e  1  5349397.8|355  2  0.365  3  ne  2  3989180
111  3  0.24  10  e  1  5349397.8|356  2  0.375  8  ne  2  4871756.5
111  3  0.24  10  e  1  5349397.8|357  0  0.2939  13  ne  2  3994304.33333333
111  3  0.24  10  e  1  5349397.8|358  2  0.2644  11  ne  2  3979411.66666667
111  3  0.24  10  e  1  5349397.8|359  1  0.316  26  ne  2  3985107.33333333
111  3  0.24  10  e  1  5349397.8|361  3  0.3293  6  ne  2  5351699.2
111  3  0.24  10  e  1  5349397.8|363  3  0.2484  8  ne  2  3972329
111  3  0.24  10  e  1  5349397.8|364  3  0.3316  19  ne  2  5352023.8
111  3  0.24  10  e  1  5349397.8|365  3  0.3918  23  ne  2  5353206.8
111  3  0.24  10  e  1  5349397.8|366  3  0.2634  5  ne  2  4848930.5
111  3  0.24  10  e  1  5349397.8|368  2  0.1301  19  ne  2  4864078
111  3  0.24  10  e  1  5349397.8|370  3  0.1067  14  ne  2  4851417
111  3  0.24  10  e  1  5349397.8|373  3  0.1802  3  ne  2  5354814.4
111  3  0.24  10  e  1  5349397.8|374  0  0.2336  23  ne  2  3983990.66666667
111  3  0.24  10  e  1  5349397.8|375  3  0.1977  19  ne  2  5356203.2
111  3  0.24  10  e  1  5349397.8|376  1  0.2034  14  ne  2  3994696.66666667
111  3  0.24  10  e  1  5349397.8|383  3  0.2729  17  ne  2  5353574.4
111  3  0.24  10  e  1  5349397.8|386  2  0.3495  8  ne  2  4868695.25
111  3  0.24  10  e  1  5349397.8|387  2  0.3442  4  ne  2  4871842.75
111  3  0.24  10  e  1  5349397.8|391  2  0.3411  13  ne  2  4874136
111  3  0.24  10  e  1  5349397.8|394  3  0.1514  3  ne  2  5346251.6
111  3  0.24  10  e  1  5349397.8|395  0  0.1954  14  ne  2  4865148.75
111  3  0.24  10  e  1  5349397.8|397  3  0.2421  12  ne  2  5351517.8
111  3  0.24  10  e  1  5349397.8|398  2  0.2494  9  ne  2  4872497.25
111  3  0.24  10  e  1  5349397.8|399  0  0.1987  14  ne  2  3986409.66666667
111  3  0.24  10  e  1  5349397.8|403  3  0.2299  5  ne  2  5345352.2
111  3  0.24  10  e  1  5349397.8|404  3  0.1904  17  ne  2  5353241.6
111  3  0.24  10  e  1  5349397.8|407  3  0.2454  8  ne  2  5349583.6
111  3  0.24  10  e  1  5349397.8|408  3  0.2214  16  ne  2  5353194.4
111  3  0.24  10  e  1  5349397.8|409  3  0.0455  9  ne  2  5347798
111  3  0.24  10  e  1  5349397.8|412  3  0.2232  12  ne  2  5346924
111  3  0.24  10  e  1  5349397.8|415  3  0.3671  2  ne  2  5354732.6
111  3  0.24  10  e  1  5349397.8|416  1  0.3209  17  ne  2  3995561.66666667
111  3  0.24  10  e  1  5349397.8|418  3  0.2325  19  ne  2  5348323.2
111  3  0.24  10  e  1  5349397.8|422  3  0.1273  8  ne  2  5351561.8
111  3  0.24  10  e  1  5349397.8|424  3  0.2085  8  ne  2  5347938.6
111  3  0.24  10  e  1  5349397.8|425  3  0.3213  16  ne  2  5352426.8
111  3  0.24  10  e  1  5349397.8|430  2  0.1292  14  ne  2  4863786.5
111  3  0.24  10  e  1  5349397.8|431  3  0.2581  6  ne  2  5351529.2
111  3  0.24  10  e  1  5349397.8|432  3  0.2481  17  ne  2  4850411.5
111  3  0.24  10  e  1  5349397.8|434  3  0.1958  10  ne  2  5349546.8
111  3  0.24  10  e  1  5349397.8|435  0  0.1407  15  ne  2  3989717
111  3  0.24  10  e  1  5349397.8|436  1  0.334  14  ne  2  3992814
111  3  0.24  10  e  1  5349397.8|439  2  0.2183  13  ne  2  4866143.5
111  3  0.24  10  e  1  5349397.8|442  3  0.1753  23  ne  2  5352728
111  3  0.24  10  e  1  5349397.8|443  3  0.2787  22  ne  2  4851570.75
111  3  0.24  10  e  1  5349397.8|444  3  0.2812  11  ne  2  5351127.4
111  3  0.24  10  e  1  5349397.8|446  0  0.2863  14  ne  2  3987670.66666667
111  3  0.24  10  e  1  5349397.8|449  2  0.2659  7  ne  2  4864512.75
111  3  0.24  10  e  1  5349397.8|450  3  0.1061  11  ne  2  5349330.8
111  3  0.24  10  e  1  5349397.8|451  0  0.3508  4  ne  2  4009428.66666667
111  3  0.24  10  e  1  5349397.8|452  2  0.1858  16  ne  2  4874304.25
111  3  0.24  10  e  1  5349397.8|454  1  0.2335  24  ne  2  3989109.66666667
111  3  0.24  10  e  1  5349397.8|455  2  0.1696  9  ne  2  4870985.25
111  3  0.24  10  e  1  5349397.8|460  1  0.2088  5  ne  2  3996267
111  3  0.24  10  e  1  5349397.8|463  3  0.2154  10  ne  2  5350953.8
111  3  0.24  10  e  1  5349397.8|464  2  0.2136  14  ne  2  4869659.75
111  3  0.24  10  e  1  5349397.8|465  3  0.0839  4  ne  2  4850716.5
111  3  0.24  10  e  1  5349397.8|467  3  0.3589  6  ne  2  5349578.8
111  3  0.24  10  e  1  5349397.8|469  3  0.2592  14  ne  2  5351840
111  3  0.24  10  e  1  5349397.8|470  0  0.2291  3  ne  2  3998286.66666667
111  3  0.24  10  e  1  5349397.8|471  0  0.2821  8  ne  2  3994504.33333333
111  3  0.24  10  e  1  5349397.8|473  3  0.2165  9  ne  2  5346940.6
111  3  0.24  10  e  1  5349397.8|475  0  0.2748  8  ne  2  3990640.66666667
111  3  0.24  10  e  1  5349397.8|477  1  0.2106  16  ne  2  3987255
111  3  0.24  10  e  1  5349397.8|478  3  0.2599  22  ne  2  5352643.2
111  3  0.24  10  e  1  5349397.8|480  2  0.2158  10  ne  2  4873804.5
111  3  0.24  10  e  1  5349397.8|482  1  0.2756  5  ne  2  3997669
111  3  0.24  10  e  1  5349397.8|483  1  0.2389  18  ne  2  3986284.33333333
111  3  0.24  10  e  1  5349397.8|484  3  0.2415  23  ne  2  5350521.8
111  3  0.24  10  e  1  5349397.8|485  3  0.1221  6  ne  2  5352140.8
111  3  0.24  10  e  1  5349397.8|487  3  0.2824  14  ne  2  5355193.4
111  3  0.24  10  e  1  5349397.8|488  1  0.1711  12  ne  2  3992540
111  3  0.24  10  e  1  5349397.8|489  3  0.1988  28  ne  2  5346779.4
246  3  0.5572  40  e  1  5351002.2|278  0  0.4808  25  ne  2  3999560.66666667
246  3  0.5572  40  e  1  5351002.2|279  3  0.6321  35  ne  2  5359071.6
246  3  0.5572  40  e  1  5351002.2|280  1  0.5153  41  ne  2  3990767
246  3  0.5572  40  e  1  5351002.2|281  3  0.6893  50  ne  2  4852673.75
246  3  0.5572  40  e  1  5351002.2|284  3  0.5369  48  ne  2  5354851.8
246  3  0.5572  40  e  1  5351002.2|286  3  0.5499  36  ne  2  5356066.4
246  3  0.5572  40  e  1  5351002.2|291  3  0.5363  44  ne  2  3975129.33333333
246  3  0.5572  40  e  1  5351002.2|293  3  0.5135  34  ne  2  3973596.33333333
246  3  0.5572  40  e  1  5351002.2|294  3  0.5419  58  ne  2  4852303.25
246  3  0.5572  40  e  1  5351002.2|296  3  0.6724  45  ne  2  5355619.6
246  3  0.5572  40  e  1  5351002.2|298  0  0.6564  32  ne  2  4006050.33333333
246  3  0.5572  40  e  1  5351002.2|300  3  0.4966  53  ne  2  3975732.33333333
246  3  0.5572  40  e  1  5351002.2|302  1  0.504  39  ne  2  3985079.33333333
246  3  0.5572  40  e  1  5351002.2|306  1  0.446  31  ne  2  3995788
246  3  0.5572  40  e  1  5351002.2|307  0  0.6049  39  ne  2  4017938.66666667
246  3  0.5572  40  e  1  5351002.2|308  3  0.6053  36  ne  2  5356272.8
246  3  0.5572  40  e  1  5351002.2|311  0  0.523  26  ne  2  3991366.66666667
246  3  0.5572  40  e  1  5351002.2|322  1  0.501  53  ne  2  3991415.33333333
246  3  0.5572  40  e  1  5351002.2|323  2  0.6203  45  ne  2  3992856.33333333
246  3  0.5572  40  e  1  5351002.2|324  3  0.6803  47  ne  2  3975594.66666667
246  3  0.5572  40  e  1  5351002.2|325  3  0.6279  49  ne  2  3980307.66666667
246  3  0.5572  40  e  1  5351002.2|327  1  0.4928  34  ne  2  3983240.33333333
246  3  0.5572  40  e  1  5351002.2|328  3  0.5906  43  ne  2  5356108.2
246  3  0.5572  40  e  1  5351002.2|332  0  0.4837  50  ne  2  3998670.66666667
246  3  0.5572  40  e  1  5351002.2|337  3  0.6268  41  ne  2  5352852.8
246  3  0.5572  40  e  1  5351002.2|340  3  0.6211  38  ne  2  3974907.33333333
