.ID.  localsearch  rho  ants  statusElite  iteration - 1  eliteResults|.ID.  localsearch  rho  ants  statusNew  iteration  newResults
258  3  0.3315  15  e  1  5300913.8|281  0  0.3498  6  ne  2  6032420.4
258  3  0.3315  15  e  1  5300913.8|283  3  0.3348  3  ne  2  5301160.4
258  3  0.3315  15  e  1  5300913.8|284  3  0.4157  24  ne  2  5968139.6
258  3  0.3315  15  e  1  5300913.8|285  2  0.3527  9  ne  2  6000914.4
258  3  0.3315  15  e  1  5300913.8|286  3  0.4143  14  ne  2  5966400.8
258  3  0.3315  15  e  1  5300913.8|288  3  0.1512  15  ne  2  5305775.4
258  3  0.3315  15  e  1  5300913.8|290  3  0.312  10  ne  2  5303294.6
258  3  0.3315  15  e  1  5300913.8|292  3  0.2293  20  ne  2  5303224.8
258  3  0.3315  15  e  1  5300913.8|294  3  0.4438  22  ne  2  5303329
258  3  0.3315  15  e  1  5300913.8|296  2  0.3938  13  ne  2  5998132.4
258  3  0.3315  15  e  1  5300913.8|297  2  0.2489  7  ne  2  5995178
258  3  0.3315  15  e  1  5300913.8|298  3  0.3398  16  ne  2  5967782
258  3  0.3315  15  e  1  5300913.8|301  3  0.4349  26  ne  2  5302330.4
258  3  0.3315  15  e  1  5300913.8|302  3  0.3095  22  ne  2  5299629.4
258  3  0.3315  15  e  1  5300913.8|304  1  0.2797  8  ne  2  6003057.2
258  3  0.3315  15  e  1  5300913.8|305  3  0.3172  11  ne  2  5301648
258  3  0.3315  15  e  1  5300913.8|310  0  0.3124  9  ne  2  6013594
258  3  0.3315  15  e  1  5300913.8|311  1  0.2769  3  ne  2  6023642.4
258  3  0.3315  15  e  1  5300913.8|312  3  0.4542  13  ne  2  5302254.8
258  3  0.3315  15  e  1  5300913.8|315  2  0.3415  14  ne  2  5986119.6
258  3  0.3315  15  e  1  5300913.8|316  3  0.272  14  ne  2  5302044.4
258  3  0.3315  15  e  1  5300913.8|317  3  0.1918  19  ne  2  5298852.2
258  3  0.3315  15  e  1  5300913.8|321  1  0.4078  18  ne  2  6016020.4
258  3  0.3315  15  e  1  5300913.8|322  3  0.3693  12  ne  2  5303712
258  3  0.3315  15  e  1  5300913.8|323  2  0.4439  2  ne  2  6001342
258  3  0.3315  15  e  1  5300913.8|324  3  0.4278  19  ne  2  5968947.2
258  3  0.3315  15  e  1  5300913.8|325  3  0.1856  14  ne  2  5303266.6
258  3  0.3315  15  e  1  5300913.8|327  2  0.2407  18  ne  2  6000322
258  3  0.3315  15  e  1  5300913.8|330  2  0.3267  5  ne  2  5998048.8
258  3  0.3315  15  e  1  5300913.8|331  3  0.2404  3  ne  2  5305356
258  3  0.3315  15  e  1  5300913.8|332  3  0.4302  30  ne  2  5978058
258  3  0.3315  15  e  1  5300913.8|333  3  0.4766  21  ne  2  5299642.6
258  3  0.3315  15  e  1  5300913.8|335  3  0.2525  25  ne  2  5303914.6
258  3  0.3315  15  e  1  5300913.8|337  3  0.2121  13  ne  2  5301918.2
258  3  0.3315  15  e  1  5300913.8|338  3  0.2476  10  ne  2  5304083.4
258  3  0.3315  15  e  1  5300913.8|343  0  0.48  10  ne  2  6030138.4
258  3  0.3315  15  e  1  5300913.8|345  0  0.3978  1  ne  2  6036196.4
258  3  0.3315  15  e  1  5300913.8|346  3  0.3077  16  ne  2  5971176
258  3  0.3315  15  e  1  5300913.8|348  3  0.3178  7  ne  2  5297405.4
258  3  0.3315  15  e  1  5300913.8|349  3  0.284  24  ne  2  5966870.8
258  3  0.3315  15  e  1  5300913.8|352  2  0.3494  14  ne  2  5995691.2
258  3  0.3315  15  e  1  5300913.8|353  3  0.3589  17  ne  2  5300622
258  3  0.3315  15  e  1  5300913.8|354  0  0.2996  11  ne  2  6013839.6
258  3  0.3315  15  e  1  5300913.8|355  1  0.3068  3  ne  2  6015460.8
258  3  0.3315  15  e  1  5300913.8|361  0  0.1759  18  ne  2  5997770.4
258  3  0.3315  15  e  1  5300913.8|363  2  0.4269  8  ne  2  5983857.6
258  3  0.3315  15  e  1  5300913.8|365  3  0.1092  15  ne  2  5303073.6
258  3  0.3315  15  e  1  5300913.8|366  3  0.3129  16  ne  2  5969236.4
258  3  0.3315  15  e  1  5300913.8|367  2  0.141  13  ne  2  5995303.6
258  3  0.3315  15  e  1  5300913.8|368  3  0.1228  20  ne  2  5303372
258  3  0.3315  15  e  1  5300913.8|373  3  0.2295  17  ne  2  5300610.8
258  3  0.3315  15  e  1  5300913.8|374  3  0.2388  20  ne  2  5967304.8
258  3  0.3315  15  e  1  5300913.8|375  1  0.4812  3  ne  2  6007690.4
258  3  0.3315  15  e  1  5300913.8|383  0  0.3717  4  ne  2  5999938.4
258  3  0.3315  15  e  1  5300913.8|384  2  0.4318  10  ne  2  5991090.8
258  3  0.3315  15  e  1  5300913.8|385  1  0.363  29  ne  2  6003132.4
258  3  0.3315  15  e  1  5300913.8|390  3  0.2609  16  ne  2  5299999.2
258  3  0.3315  15  e  1  5300913.8|393  3  0.235  20  ne  2  5302618.2
258  3  0.3315  15  e  1  5300913.8|394  3  0.2762  18  ne  2  5303011.2
258  3  0.3315  15  e  1  5300913.8|395  2  0.3255  15  ne  2  5994282
258  3  0.3315  15  e  1  5300913.8|396  2  0.3515  8  ne  2  5998553.2
258  3  0.3315  15  e  1  5300913.8|398  3  0.3448  17  ne  2  5303465.4
258  3  0.3315  15  e  1  5300913.8|401  2  0.2768  12  ne  2  5994437.2
258  3  0.3315  15  e  1  5300913.8|402  3  0.2139  7  ne  2  5301669.8
258  3  0.3315  15  e  1  5300913.8|406  3  0.4265  10  ne  2  5305057.8
258  3  0.3315  15  e  1  5300913.8|407  3  0.1255  35  ne  2  5303030.4
258  3  0.3315  15  e  1  5300913.8|408  2  0.2588  10  ne  2  6001026.8
258  3  0.3315  15  e  1  5300913.8|412  3  0.2754  22  ne  2  5304571.8
258  3  0.3315  15  e  1  5300913.8|414  2  0.1924  20  ne  2  5993186.4
258  3  0.3315  15  e  1  5300913.8|415  1  0.3272  28  ne  2  6001724.8
258  3  0.3315  15  e  1  5300913.8|416  3  0.1982  12  ne  2  5968602
258  3  0.3315  15  e  1  5300913.8|418  1  0.3799  4  ne  2  6012481.2
258  3  0.3315  15  e  1  5300913.8|419  2  0.2676  15  ne  2  5996338.8
258  3  0.3315  15  e  1  5300913.8|420  3  0.3375  24  ne  2  5305484
258  3  0.3315  15  e  1  5300913.8|423  3  0.3823  32  ne  2  5301845.8
258  3  0.3315  15  e  1  5300913.8|425  0  0.2077  10  ne  2  6003621.6
258  3  0.3315  15  e  1  5300913.8|428  0  0.2549  14  ne  2  5998717.2
258  3  0.3315  15  e  1  5300913.8|429  3  0.27  2  ne  2  5301735.2
258  3  0.3315  15  e  1  5300913.8|432  0  0.2278  10  ne  2  5999036.4
258  3  0.3315  15  e  1  5300913.8|435  2  0.3376  38  ne  2  5990879.6
258  3  0.3315  15  e  1  5300913.8|437  3  0.1097  25  ne  2  5303571
