.ID.  localsearch  rho  ants  statusElite  iteration  eliteResults|.ID.  localsearch  rho  ants  statusNew  iteration  newResults
106  3  0.25  25  e  1  3954402.8|279  3  0.15  33  ne  2  3958234
106  3  0.25  25  e  1  3954402.8|280  3  0.42  24  ne  2  3955309.2
106  3  0.25  25  e  1  3954402.8|281  2  0.38  40  ne  2  3975004
106  3  0.25  25  e  1  3954402.8|283  2  0.3  32  ne  2  3977755
106  3  0.25  25  e  1  3954402.8|284  2  0.23  25  ne  2  3982895.75
106  3  0.25  25  e  1  3954402.8|288  3  0.33  20  ne  2  3952915.4
106  3  0.25  25  e  1  3954402.8|291  1  0.26  12  ne  2  1854096
106  3  0.25  25  e  1  3954402.8|292  2  0.2  28  ne  2  3973568.4
106  3  0.25  25  e  1  3954402.8|295  2  0.27  46  ne  2  3978054.25
106  3  0.25  25  e  1  3954402.8|296  1  0.31  39  ne  2  3982131.25
106  3  0.25  25  e  1  3954402.8|297  1  0.36  28  ne  2  1849072
106  3  0.25  25  e  1  3954402.8|302  3  0.29  34  ne  2  3957427.8
106  3  0.25  25  e  1  3954402.8|303  1  0.2  19  ne  2  3984308
106  3  0.25  25  e  1  3954402.8|305  2  0.24  24  ne  2  3973649.8
106  3  0.25  25  e  1  3954402.8|307  3  0.24  20  ne  2  3958921.2
106  3  0.25  25  e  1  3954402.8|308  2  0.36  24  ne  2  3972403.4
106  3  0.25  25  e  1  3954402.8|310  3  0.37  25  ne  2  1848201.2
106  3  0.25  25  e  1  3954402.8|313  3  0.24  26  ne  2  3955703.6
106  3  0.25  25  e  1  3954402.8|317  0  0.22  23  ne  2  3983434.25
106  3  0.25  25  e  1  3954402.8|318  1  0.2  16  ne  2  1854303.2
106  3  0.25  25  e  1  3954402.8|319  1  0.2  37  ne  2  1849382
106  3  0.25  25  e  1  3954402.8|323  3  0.4  29  ne  2  3958435.6
106  3  0.25  25  e  1  3954402.8|324  1  0.26  17  ne  2  1852084.8
106  3  0.25  25  e  1  3954402.8|327  3  0.12  20  ne  2  3955248.4
106  3  0.25  25  e  1  3954402.8|329  1  0.29  28  ne  2  1848916.8
106  3  0.25  25  e  1  3954402.8|332  0  0.26  23  ne  2  1854480.4
106  3  0.25  25  e  1  3954402.8|333  1  0.24  22  ne  2  1852492.4
106  3  0.25  25  e  1  3954402.8|334  1  0.19  18  ne  2  1854421.6
106  3  0.25  25  e  1  3954402.8|340  3  0.32  10  ne  2  3952432.8
106  3  0.25  25  e  1  3954402.8|342  2  0.23  30  ne  2  3978286
106  3  0.25  25  e  1  3954402.8|343  3  0.24  34  ne  2  3950989.4
106  3  0.25  25  e  1  3954402.8|345  0  0.18  41  ne  2  1850284.4
106  3  0.25  25  e  1  3954402.8|350  3  0.26  28  ne  2  3953664.6
106  3  0.25  25  e  1  3954402.8|353  3  0.23  33  ne  2  1848068.4
