.ID.  localsearch  rho  ants  statusElite  iteration - 1  eliteResults|.ID.  localsearch  rho  ants  statusNew  iteration  newResults
190  3  0.33  80  e  1  3100647.5|279  2  0.27  65  ne  2  3116680
190  3  0.33  80  e  1  3100647.5|281  3  0.39  72  ne  2  3108314.5
190  3  0.33  80  e  1  3100647.5|283  3  0.33  75  ne  2  3106950.25
190  3  0.33  80  e  1  3100647.5|284  3  0.28  76  ne  2  3107109.75
190  3  0.33  80  e  1  3100647.5|285  2  0.29  77  ne  2  3118568.5
190  3  0.33  80  e  1  3100647.5|286  0  0.35  69  ne  2  3118814.5
190  3  0.33  80  e  1  3100647.5|289  3  0.27  80  ne  2  3113943.5
190  3  0.33  80  e  1  3100647.5|291  0  0.38  79  ne  2  3120619
190  3  0.33  80  e  1  3100647.5|293  0  0.45  61  ne  2  3125204.5
190  3  0.33  80  e  1  3100647.5|294  3  0.38  92  ne  2  3108771.5
190  3  0.33  80  e  1  3100647.5|295  0  0.44  78  ne  2  3129468.5
190  3  0.33  80  e  1  3100647.5|296  3  0.29  75  ne  2  3110634.75
190  3  0.33  80  e  1  3100647.5|299  1  0.28  74  ne  2  3123799.75
190  3  0.33  80  e  1  3100647.5|302  3  0.23  73  ne  2  3114677.25
190  3  0.33  80  e  1  3100647.5|304  0  0.4  68  ne  2  3122018.5
190  3  0.33  80  e  1  3100647.5|305  3  0.28  88  ne  2  3112389.5
190  3  0.33  80  e  1  3100647.5|307  1  0.35  75  ne  2  3119619.5
190  3  0.33  80  e  1  3100647.5|308  1  0.3  85  ne  2  3125506.75
190  3  0.33  80  e  1  3100647.5|310  1  0.33  77  ne  2  3118028.75
190  3  0.33  80  e  1  3100647.5|311  3  0.41  73  ne  2  3111544.25
190  3  0.33  80  e  1  3100647.5|314  3  0.47  84  ne  2  3105998
190  3  0.33  80  e  1  3100647.5|315  3  0.31  82  ne  2  3112139.5
190  3  0.33  80  e  1  3100647.5|316  2  0.2  79  ne  2  3121609.75
190  3  0.33  80  e  1  3100647.5|318  3  0.26  84  ne  2  3115725
190  3  0.33  80  e  1  3100647.5|319  3  0.22  88  ne  2  3107579
190  3  0.33  80  e  1  3100647.5|321  1  0.37  95  ne  2  3116566.5
190  3  0.33  80  e  1  3100647.5|323  3  0.26  76  ne  2  3108741
190  3  0.33  80  e  1  3100647.5|324  0  0.41  76  ne  2  3115035.25
190  3  0.33  80  e  1  3100647.5|326  2  0.27  73  ne  2  3121189.75
190  3  0.33  80  e  1  3100647.5|327  1  0.35  81  ne  2  3119055.25
190  3  0.33  80  e  1  3100647.5|328  2  0.34  75  ne  2  3122331
190  3  0.33  80  e  1  3100647.5|330  1  0.36  74  ne  2  3112970.25
190  3  0.33  80  e  1  3100647.5|331  3  0.44  75  ne  2  3107731.5
190  3  0.33  80  e  1  3100647.5|332  2  0.25  73  ne  2  3118140.25
190  3  0.33  80  e  1  3100647.5|333  1  0.39  79  ne  2  3123903.5
190  3  0.33  80  e  1  3100647.5|334  2  0.24  72  ne  2  3117562
190  3  0.33  80  e  1  3100647.5|335  3  0.37  94  ne  2  3117312
190  3  0.33  80  e  1  3100647.5|336  0  0.31  78  ne  2  3117685
190  3  0.33  80  e  1  3100647.5|338  2  0.38  63  ne  2  3120183
190  3  0.33  80  e  1  3100647.5|339  3  0.22  71  ne  2  3114825.5
190  3  0.33  80  e  1  3100647.5|340  0  0.43  82  ne  2  3126622
190  3  0.33  80  e  1  3100647.5|342  3  0.47  79  ne  2  3115465.5
190  3  0.33  80  e  1  3100647.5|343  3  0.35  73  ne  2  3106058
190  3  0.33  80  e  1  3100647.5|345  3  0.38  76  ne  2  3111631
190  3  0.33  80  e  1  3100647.5|346  3  0.32  78  ne  2  3111201.75
190  3  0.33  80  e  1  3100647.5|347  2  0.42  72  ne  2  3122168.75
190  3  0.33  80  e  1  3100647.5|350  2  0.25  91  ne  2  3116657.5
190  3  0.33  80  e  1  3100647.5|352  3  0.39  68  ne  2  3111694
190  3  0.33  80  e  1  3100647.5|353  2  0.25  71  ne  2  3117388.5
190  3  0.33  80  e  1  3100647.5|354  0  0.4  76  ne  2  3116844.25
