.ID.  localsearch  rho  ants  statusElite  iteration - 1  eliteResults|.ID.  localsearch  rho  ants  statusNew  iteration  newResults
276  3  0.5069  7  e  1  3300071.6|278  3  0.3779  3  ne  2  3298865.8
276  3  0.5069  7  e  1  3300071.6|282  2  0.4544  15  ne  2  3284676.8
276  3  0.5069  7  e  1  3300071.6|283  3  0.5116  2  ne  2  3303814.2
276  3  0.5069  7  e  1  3300071.6|285  3  0.3976  4  ne  2  3276016.4
276  3  0.5069  7  e  1  3300071.6|286  0  0.5614  9  ne  2  3299575.6
276  3  0.5069  7  e  1  3300071.6|287  0  0.5286  10  ne  2  3303140.8
276  3  0.5069  7  e  1  3300071.6|289  0  0.4741  12  ne  2  3296358.4
276  3  0.5069  7  e  1  3300071.6|290  3  0.5715  7  ne  2  3300953.8
276  3  0.5069  7  e  1  3300071.6|291  0  0.4801  11  ne  2  3308781.6
276  3  0.5069  7  e  1  3300071.6|295  3  0.4804  6  ne  2  3301887.6
276  3  0.5069  7  e  1  3300071.6|296  3  0.6843  15  ne  2  3300488.8
276  3  0.5069  7  e  1  3300071.6|302  2  0.3809  7  ne  2  3286874.8
276  3  0.5069  7  e  1  3300071.6|303  3  0.4671  14  ne  2  3303367
276  3  0.5069  7  e  1  3300071.6|304  0  0.3394  15  ne  2  3286709.2
276  3  0.5069  7  e  1  3300071.6|307  3  0.3343  9  ne  2  3300991.6
276  3  0.5069  7  e  1  3300071.6|308  3  0.5388  17  ne  2  3302011
276  3  0.5069  7  e  1  3300071.6|309  2  0.4656  17  ne  2  3295585.2
276  3  0.5069  7  e  1  3300071.6|311  2  0.3914  8  ne  2  3313434.2
276  3  0.5069  7  e  1  3300071.6|313  1  0.4154  16  ne  2  3285717.6
276  3  0.5069  7  e  1  3300071.6|317  0  0.4236  8  ne  2  3298454.8
276  3  0.5069  7  e  1  3300071.6|318  3  0.5291  15  ne  2  3278113.2
276  3  0.5069  7  e  1  3300071.6|319  3  0.5477  22  ne  2  3305238.4
276  3  0.5069  7  e  1  3300071.6|320  3  0.6346  10  ne  2  3299225.4
276  3  0.5069  7  e  1  3300071.6|321  0  0.5126  3  ne  2  3298573.2
276  3  0.5069  7  e  1  3300071.6|322  1  0.49  7  ne  2  3299148.4
276  3  0.5069  7  e  1  3300071.6|324  3  0.5953  14  ne  2  3301879
276  3  0.5069  7  e  1  3300071.6|328  1  0.4906  9  ne  2  3295366
276  3  0.5069  7  e  1  3300071.6|331  2  0.5794  17  ne  2  3320448.4
276  3  0.5069  7  e  1  3300071.6|332  3  0.4846  3  ne  2  3299996
276  3  0.5069  7  e  1  3300071.6|333  2  0.4719  5  ne  2  3315665.8
276  3  0.5069  7  e  1  3300071.6|335  3  0.4819  3  ne  2  3303499
276  3  0.5069  7  e  1  3300071.6|336  3  0.4349  12  ne  2  3298008.8
276  3  0.5069  7  e  1  3300071.6|339  3  0.5126  12  ne  2  3301701.2
276  3  0.5069  7  e  1  3300071.6|341  3  0.3741  4  ne  2  3302082.6
276  3  0.5069  7  e  1  3300071.6|343  2  0.5771  13  ne  2  3322905
276  3  0.5069  7  e  1  3300071.6|344  2  0.5597  9  ne  2  3288680
276  3  0.5069  7  e  1  3300071.6|345  2  0.5244  11  ne  2  3317100.4
276  3  0.5069  7  e  1  3300071.6|346  0  0.6225  12  ne  2  3298264
276  3  0.5069  7  e  1  3300071.6|347  3  0.7033  8  ne  2  3305639
276  3  0.5069  7  e  1  3300071.6|351  1  0.5576  6  ne  2  3295878
276  3  0.5069  7  e  1  3300071.6|355  3  0.4772  29  ne  2  3301216.2
276  3  0.5069  7  e  1  3300071.6|356  3  0.4945  7  ne  2  3301625.6
276  3  0.5069  7  e  1  3300071.6|359  3  0.6079  13  ne  2  3303478
276  3  0.5069  7  e  1  3300071.6|360  3  0.4869  6  ne  2  3304390.8
276  3  0.5069  7  e  1  3300071.6|361  0  0.5328  10  ne  2  3302817.6
276  3  0.5069  7  e  1  3300071.6|369  2  0.4522  16  ne  2  3291628
276  3  0.5069  7  e  1  3300071.6|370  2  0.5805  16  ne  2  3296020.4
276  3  0.5069  7  e  1  3300071.6|371  2  0.3868  4  ne  2  3290688.8
276  3  0.5069  7  e  1  3300071.6|376  1  0.5318  9  ne  2  3290950
276  3  0.5069  7  e  1  3300071.6|379  0  0.4985  23  ne  2  3297039.2
276  3  0.5069  7  e  1  3300071.6|385  1  0.4314  16  ne  2  3295409.6
276  3  0.5069  7  e  1  3300071.6|389  3  0.4819  27  ne  2  3275293.6
276  3  0.5069  7  e  1  3300071.6|392  3  0.5511  18  ne  2  3302161.8
276  3  0.5069  7  e  1  3300071.6|393  2  0.3983  25  ne  2  3317926.8
276  3  0.5069  7  e  1  3300071.6|395  3  0.4708  12  ne  2  3306978
276  3  0.5069  7  e  1  3300071.6|396  2  0.5785  3  ne  2  3292678.8
276  3  0.5069  7  e  1  3300071.6|398  0  0.4414  6  ne  2  3307558.8
