.ID.  localsearch  rho  ants  statusElite  iteration  eliteResults|.ID.  localsearch  rho  ants  statusNew  iteration  newResults
95  3  0.62  17  e  1  6066027|278  3  0.65  10  ne  2  6067983.6
95  3  0.62  17  e  1  6066027|284  3  0.41  14  ne  2  6064637.8
95  3  0.62  17  e  1  6066027|290  1  0.52  5  ne  2  4649930
95  3  0.62  17  e  1  6066027|292  0  0.68  14  ne  2  4648261.6
95  3  0.62  17  e  1  6066027|293  3  0.57  12  ne  2  6067599.8
95  3  0.62  17  e  1  6066027|297  0  0.58  5  ne  2  4641805.6
95  3  0.62  17  e  1  6066027|299  0  0.5  27  ne  2  4644350.4
95  3  0.62  17  e  1  6066027|300  0  0.61  14  ne  2  4654046.8
95  3  0.62  17  e  1  6066027|303  2  0.56  15  ne  2  4637231.6
95  3  0.62  17  e  1  6066027|304  0  0.64  12  ne  2  4650027.2
95  3  0.62  17  e  1  6066027|308  3  0.72  25  ne  2  4617213.6
95  3  0.62  17  e  1  6066027|311  1  0.52  34  ne  2  4641818
95  3  0.62  17  e  1  6066027|312  2  0.65  13  ne  2  4642528.8
95  3  0.62  17  e  1  6066027|314  3  0.52  19  ne  2  6067521.6
95  3  0.62  17  e  1  6066027|316  0  0.64  28  ne  2  4649688
95  3  0.62  17  e  1  6066027|317  2  0.63  17  ne  2  4639941.6
95  3  0.62  17  e  1  6066027|320  2  0.61  28  ne  2  4646138
95  3  0.62  17  e  1  6066027|321  3  0.62  23  ne  2  6068632.4
95  3  0.62  17  e  1  6066027|328  0  0.51  13  ne  2  4665046.8
95  3  0.62  17  e  1  6066027|329  1  0.69  5  ne  2  4644120.4
95  3  0.62  17  e  1  6066027|330  2  0.46  10  ne  2  4634160
95  3  0.62  17  e  1  6066027|333  3  0.58  8  ne  2  6067137.8
95  3  0.62  17  e  1  6066027|334  3  0.38  26  ne  2  6066087.8
95  3  0.62  17  e  1  6066027|335  3  0.69  13  ne  2  6071005.8
95  3  0.62  17  e  1  6066027|338  3  0.7  19  ne  2  6068780.2
95  3  0.62  17  e  1  6066027|341  2  0.71  22  ne  2  4653374.4
95  3  0.62  17  e  1  6066027|343  2  0.66  8  ne  2  4640083.2
95  3  0.62  17  e  1  6066027|344  2  0.76  14  ne  2  4649581.6
95  3  0.62  17  e  1  6066027|345  0  0.67  23  ne  2  4654376.4
95  3  0.62  17  e  1  6066027|348  2  0.52  32  ne  2  4639182.8
95  3  0.62  17  e  1  6066027|349  0  0.74  21  ne  2  4652150.4
95  3  0.62  17  e  1  6066027|350  3  0.66  12  ne  2  4614780
95  3  0.62  17  e  1  6066027|353  3  0.67  9  ne  2  6068656.2
95  3  0.62  17  e  1  6066027|354  1  0.67  9  ne  2  4649901.6
95  3  0.62  17  e  1  6066027|355  3  0.65  13  ne  2  6066454.8
95  3  0.62  17  e  1  6066027|356  2  0.55  5  ne  2  4636179.2
95  3  0.62  17  e  1  6066027|357  0  0.49  32  ne  2  4644254.8
95  3  0.62  17  e  1  6066027|360  3  0.6  27  ne  2  6061078.4
