.ID.  localsearch  rho  ants  statusElite  iteration - 1  eliteResults|.ID.  localsearch  rho  ants  statusNew  iteration  newResults
12  3  0.44  32  e  1  5542759.27272727|280  0  0.45  35  ne  2  4720936
12  3  0.44  32  e  1  5542759.27272727|282  3  0.4  24  ne  2  5541236.54545455
12  3  0.44  32  e  1  5542759.27272727|284  2  0.52  17  ne  2  5187605.33333333
12  3  0.44  32  e  1  5542759.27272727|286  2  0.4  22  ne  2  5189332
12  3  0.44  32  e  1  5542759.27272727|287  3  0.42  32  ne  2  5546818.90909091
12  3  0.44  32  e  1  5542759.27272727|289  3  0.39  29  ne  2  5547102.18181818
12  3  0.44  32  e  1  5542759.27272727|290  3  0.27  48  ne  2  4695892
12  3  0.44  32  e  1  5542759.27272727|292  3  0.56  21  ne  2  5546153.27272727
12  3  0.44  32  e  1  5542759.27272727|294  3  0.46  30  ne  2  4694092.4
12  3  0.44  32  e  1  5542759.27272727|296  3  0.48  44  ne  2  4694836.8
12  3  0.44  32  e  1  5542759.27272727|298  0  0.47  42  ne  2  4730595.6
12  3  0.44  32  e  1  5542759.27272727|299  0  0.6  39  ne  2  4734746.4
12  3  0.44  32  e  1  5542759.27272727|300  0  0.46  26  ne  2  4713283.2
12  3  0.44  32  e  1  5542759.27272727|302  3  0.45  27  ne  2  5545629.45454545
12  3  0.44  32  e  1  5542759.27272727|303  1  0.3  35  ne  2  4716126.8
12  3  0.44  32  e  1  5542759.27272727|304  3  0.43  35  ne  2  4693973.2
12  3  0.44  32  e  1  5542759.27272727|307  3  0.47  37  ne  2  5541486.36363636
12  3  0.44  32  e  1  5542759.27272727|308  0  0.5  37  ne  2  4725163.6
12  3  0.44  32  e  1  5542759.27272727|309  3  0.4  20  ne  2  5165731.55555556
12  3  0.44  32  e  1  5542759.27272727|311  3  0.5  29  ne  2  5165912.88888889
12  3  0.44  32  e  1  5542759.27272727|312  0  0.41  37  ne  2  4723818.8
12  3  0.44  32  e  1  5542759.27272727|313  2  0.56  35  ne  2  5184496.66666667
12  3  0.44  32  e  1  5542759.27272727|316  1  0.56  26  ne  2  4727113.6
12  3  0.44  32  e  1  5542759.27272727|317  3  0.35  24  ne  2  4692581.2
12  3  0.44  32  e  1  5542759.27272727|322  3  0.42  33  ne  2  4694859.2
12  3  0.44  32  e  1  5542759.27272727|323  1  0.57  37  ne  2  4715508
12  3  0.44  32  e  1  5542759.27272727|327  1  0.41  32  ne  2  4710736.4
12  3  0.44  32  e  1  5542759.27272727|328  2  0.38  38  ne  2  4703583.6
12  3  0.44  32  e  1  5542759.27272727|330  1  0.3  22  ne  2  4715823.2
12  3  0.44  32  e  1  5542759.27272727|333  1  0.54  20  ne  2  4709607.6
12  3  0.44  32  e  1  5542759.27272727|334  3  0.5  24  ne  2  5542366.18181818
12  3  0.44  32  e  1  5542759.27272727|335  2  0.37  31  ne  2  4714140.4
12  3  0.44  32  e  1  5542759.27272727|336  3  0.5  29  ne  2  5165912.88888889
12  3  0.44  32  e  1  5542759.27272727|337  3  0.47  34  ne  2  4696081.2
12  3  0.44  32  e  1  5542759.27272727|339  3  0.31  27  ne  2  5545233.27272727
12  3  0.44  32  e  1  5542759.27272727|340  1  0.45  28  ne  2  4716000.8
12  3  0.44  32  e  1  5542759.27272727|345  3  0.48  35  ne  2  5166648.66666667
12  3  0.44  32  e  1  5542759.27272727|348  1  0.48  18  ne  2  4725922.8
12  3  0.44  32  e  1  5542759.27272727|350  3  0.52  24  ne  2  5549198.36363636
12  3  0.44  32  e  1  5542759.27272727|354  2  0.4  30  ne  2  4710048.4
12  3  0.44  32  e  1  5542759.27272727|356  3  0.32  45  ne  2  4695333.2
12  3  0.44  32  e  1  5542759.27272727|357  1  0.44  37  ne  2  4721919.6
12  3  0.44  32  e  1  5542759.27272727|361  0  0.41  41  ne  2  4723678.4
12  3  0.44  32  e  1  5542759.27272727|362  1  0.48  39  ne  2  4728787.2
12  3  0.44  32  e  1  5542759.27272727|363  0  0.34  33  ne  2  5186479.11111111
12  3  0.44  32  e  1  5542759.27272727|364  3  0.34  41  ne  2  4687006
12  3  0.44  32  e  1  5542759.27272727|367  1  0.52  31  ne  2  4720612.4
12  3  0.44  32  e  1  5542759.27272727|370  3  0.35  19  ne  2  5545810.36363636
12  3  0.44  32  e  1  5542759.27272727|372  3  0.45  45  ne  2  4693964
12  3  0.44  32  e  1  5542759.27272727|373  2  0.42  26  ne  2  4705894
12  3  0.44  32  e  1  5542759.27272727|374  2  0.33  31  ne  2  5180314.88888889
12  3  0.44  32  e  1  5542759.27272727|377  0  0.48  45  ne  2  4718664.8
12  3  0.44  32  e  1  5542759.27272727|387  2  0.55  30  ne  2  4710621.2
