.ID.  localsearch  rho  ants  statusElite  iteration - 1  eliteResults|.ID.  localsearch  rho  ants  statusNew  iteration  newResults
178  3  0.37  28  e  1  3047613.75|280  3  0.38  37  ne  2  3445670
178  3  0.37  28  e  1  3047613.75|281  3  0.37  23  ne  2  3050715.25
178  3  0.37  28  e  1  3047613.75|282  3  0.28  32  ne  2  3445259.42857143
178  3  0.37  28  e  1  3047613.75|283  3  0.29  49  ne  2  3450548.57142857
178  3  0.37  28  e  1  3047613.75|287  3  0.43  18  ne  2  3047774
178  3  0.37  28  e  1  3047613.75|289  3  0.45  17  ne  2  3048274.5
178  3  0.37  28  e  1  3047613.75|291  2  0.27  33  ne  2  3456640.85714286
178  3  0.37  28  e  1  3047613.75|294  1  0.38  28  ne  2  3459534
178  3  0.37  28  e  1  3047613.75|295  3  0.29  23  ne  2  3050567.5
178  3  0.37  28  e  1  3047613.75|296  2  0.48  35  ne  2  3057417.75
178  3  0.37  28  e  1  3047613.75|297  0  0.5  15  ne  2  3468400.28571429
178  3  0.37  28  e  1  3047613.75|298  0  0.46  28  ne  2  3473313.71428571
178  3  0.37  28  e  1  3047613.75|300  3  0.38  38  ne  2  3051311.5
178  3  0.37  28  e  1  3047613.75|302  3  0.39  20  ne  2  3052030.25
178  3  0.37  28  e  1  3047613.75|304  2  0.35  12  ne  2  3460208
178  3  0.37  28  e  1  3047613.75|305  3  0.29  17  ne  2  3047009.75
178  3  0.37  28  e  1  3047613.75|307  0  0.23  30  ne  2  3461386.85714286
178  3  0.37  28  e  1  3047613.75|308  2  0.37  28  ne  2  3064058.75
178  3  0.37  28  e  1  3047613.75|309  3  0.21  42  ne  2  3440834.28571429
178  3  0.37  28  e  1  3047613.75|312  3  0.37  29  ne  2  3051160.25
178  3  0.37  28  e  1  3047613.75|315  2  0.4  13  ne  2  3463446.28571429
178  3  0.37  28  e  1  3047613.75|316  2  0.42  28  ne  2  3062134.25
178  3  0.37  28  e  1  3047613.75|321  3  0.41  20  ne  2  3052028.25
178  3  0.37  28  e  1  3047613.75|324  0  0.27  28  ne  2  3460153.71428571
178  3  0.37  28  e  1  3047613.75|327  2  0.39  26  ne  2  3062701
178  3  0.37  28  e  1  3047613.75|329  2  0.32  29  ne  2  3455650.28571429
178  3  0.37  28  e  1  3047613.75|330  3  0.37  43  ne  2  3046435.5
178  3  0.37  28  e  1  3047613.75|331  1  0.24  33  ne  2  3453105.14285714
178  3  0.37  28  e  1  3047613.75|332  2  0.35  18  ne  2  3459376.57142857
178  3  0.37  28  e  1  3047613.75|334  3  0.38  25  ne  2  3054939.25
178  3  0.37  28  e  1  3047613.75|335  3  0.52  19  ne  2  3046931.5
178  3  0.37  28  e  1  3047613.75|337  2  0.49  18  ne  2  3456665.42857143
178  3  0.37  28  e  1  3047613.75|340  3  0.33  37  ne  2  3048381.25
178  3  0.37  28  e  1  3047613.75|341  0  0.28  33  ne  2  3463848.28571429
178  3  0.37  28  e  1  3047613.75|342  3  0.58  22  ne  2  3054894
178  3  0.37  28  e  1  3047613.75|344  3  0.44  23  ne  2  3051532
178  3  0.37  28  e  1  3047613.75|345  3  0.58  34  ne  2  3055710
178  3  0.37  28  e  1  3047613.75|350  0  0.23  32  ne  2  3459572
178  3  0.37  28  e  1  3047613.75|354  3  0.32  19  ne  2  3051151.5
178  3  0.37  28  e  1  3047613.75|355  1  0.38  8  ne  2  3462535.42857143
178  3  0.37  28  e  1  3047613.75|360  2  0.34  31  ne  2  3465092
178  3  0.37  28  e  1  3047613.75|363  3  0.49  26  ne  2  3445276.57142857
178  3  0.37  28  e  1  3047613.75|365  2  0.35  40  ne  2  3062592
178  3  0.37  28  e  1  3047613.75|367  3  0.32  6  ne  2  3053633.75
178  3  0.37  28  e  1  3047613.75|369  1  0.24  39  ne  2  3456246.57142857
178  3  0.37  28  e  1  3047613.75|371  0  0.3  27  ne  2  3457683.14285714
178  3  0.37  28  e  1  3047613.75|374  3  0.31  30  ne  2  3053167.25
178  3  0.37  28  e  1  3047613.75|375  3  0.21  35  ne  2  3053963.75
178  3  0.37  28  e  1  3047613.75|377  3  0.36  43  ne  2  3055481
178  3  0.37  28  e  1  3047613.75|380  1  0.4  22  ne  2  3462110.28571429
178  3  0.37  28  e  1  3047613.75|383  0  0.27  18  ne  2  3463707.42857143
178  3  0.37  28  e  1  3047613.75|385  3  0.53  32  ne  2  3048178.25
178  3  0.37  28  e  1  3047613.75|386  2  0.4  13  ne  2  3463446.28571429
178  3  0.37  28  e  1  3047613.75|387  2  0.38  39  ne  2  3461182.57142857
178  3  0.37  28  e  1  3047613.75|388  3  0.38  22  ne  2  3051179
178  3  0.37  28  e  1  3047613.75|401  3  0.36  30  ne  2  3053823.75
178  3  0.37  28  e  1  3047613.75|403  2  0.38  16  ne  2  3460241.71428571
178  3  0.37  28  e  1  3047613.75|404  3  0.33  29  ne  2  3051983.75
178  3  0.37  28  e  1  3047613.75|405  3  0.5  27  ne  2  3052158.25
178  3  0.37  28  e  1  3047613.75|406  0  0.33  25  ne  2  3063929.5
178  3  0.37  28  e  1  3047613.75|407  1  0.32  19  ne  2  3456584
178  3  0.37  28  e  1  3047613.75|410  3  0.41  32  ne  2  3051680.75
178  3  0.37  28  e  1  3047613.75|411  0  0.33  24  ne  2  3455940.85714286
178  3  0.37  28  e  1  3047613.75|412  2  0.33  26  ne  2  3061019
178  3  0.37  28  e  1  3047613.75|413  1  0.35  33  ne  2  3460018.57142857
178  3  0.37  28  e  1  3047613.75|416  3  0.41  32  ne  2  3051680.75
