.ID.  localsearch  rho  ants  statusElite  iteration  eliteResults|.ID.  localsearch  rho  ants  statusNew  iteration  newResults
206  3  0.586  59  e  1  2765556|279  3  0.6471  69  ne  2  2768495.55555556
206  3  0.586  59  e  1  2765556|281  1  0.6178  74  ne  2  3251341.2
206  3  0.586  59  e  1  2765556|283  2  0.528  55  ne  2  2779243.77777778
206  3  0.586  59  e  1  2765556|285  2  0.5999  49  ne  2  3236164.4
206  3  0.586  59  e  1  2765556|287  3  0.4819  63  ne  2  3228260.8
206  3  0.586  59  e  1  2765556|288  3  0.4921  63  ne  2  2771517.77777778
206  3  0.586  59  e  1  2765556|294  2  0.6205  69  ne  2  2779702.66666667
206  3  0.586  59  e  1  2765556|295  1  0.5159  68  ne  2  3234431.6
206  3  0.586  59  e  1  2765556|296  3  0.7635  59  ne  2  3227940.4
206  3  0.586  59  e  1  2765556|301  1  0.4683  73  ne  2  3241478
206  3  0.586  59  e  1  2765556|302  3  0.5135  59  ne  2  2763505.11111111
206  3  0.586  59  e  1  2765556|303  0  0.536  56  ne  2  3237096.4
206  3  0.586  59  e  1  2765556|305  3  0.5704  54  ne  2  3230001.2
206  3  0.586  59  e  1  2765556|306  0  0.6449  60  ne  2  3252264.4
206  3  0.586  59  e  1  2765556|308  3  0.6163  66  ne  2  2774060.44444444
206  3  0.586  59  e  1  2765556|310  3  0.5095  58  ne  2  2768532.66666667
206  3  0.586  59  e  1  2765556|312  0  0.5578  53  ne  2  3241976
206  3  0.586  59  e  1  2765556|313  3  0.5398  59  ne  2  2772858.66666667
206  3  0.586  59  e  1  2765556|315  1  0.5632  61  ne  2  3249764.8
206  3  0.586  59  e  1  2765556|316  3  0.5448  63  ne  2  2769850.22222222
206  3  0.586  59  e  1  2765556|317  3  0.693  54  ne  2  2769708.22222222
206  3  0.586  59  e  1  2765556|319  1  0.4941  44  ne  2  3247291.2
206  3  0.586  59  e  1  2765556|320  3  0.5167  64  ne  2  2770277.77777778
206  3  0.586  59  e  1  2765556|321  3  0.6638  64  ne  2  2772128.66666667
206  3  0.586  59  e  1  2765556|322  2  0.6816  59  ne  2  3246434.4
206  3  0.586  59  e  1  2765556|325  0  0.638  60  ne  2  2781290
206  3  0.586  59  e  1  2765556|327  1  0.6656  53  ne  2  2784999.55555556
206  3  0.586  59  e  1  2765556|330  3  0.6012  68  ne  2  2772016
206  3  0.586  59  e  1  2765556|331  3  0.5103  60  ne  2  2768976
206  3  0.586  59  e  1  2765556|333  2  0.6145  55  ne  2  2776628.66666667
206  3  0.586  59  e  1  2765556|336  1  0.615  61  ne  2  3248611.6
206  3  0.586  59  e  1  2765556|342  1  0.4856  50  ne  2  3242594.4
206  3  0.586  59  e  1  2765556|343  3  0.5087  58  ne  2  2774930.22222222
206  3  0.586  59  e  1  2765556|345  2  0.6622  64  ne  2  2775408.88888889
206  3  0.586  59  e  1  2765556|348  0  0.677  56  ne  2  3246410
206  3  0.586  59  e  1  2765556|349  3  0.6395  74  ne  2  3223988
206  3  0.586  59  e  1  2765556|350  0  0.7522  61  ne  2  3231169.6
206  3  0.586  59  e  1  2765556|351  3  0.5584  56  ne  2  3229903.2
206  3  0.586  59  e  1  2765556|353  0  0.6667  68  ne  2  3247243.2
206  3  0.586  59  e  1  2765556|354  3  0.6115  55  ne  2  3230576.4
206  3  0.586  59  e  1  2765556|355  3  0.5751  60  ne  2  2774632.44444444
206  3  0.586  59  e  1  2765556|356  3  0.5974  58  ne  2  2770781.77777778
206  3  0.586  59  e  1  2765556|361  0  0.5289  63  ne  2  3244486
206  3  0.586  59  e  1  2765556|368  2  0.6126  52  ne  2  2782652.88888889
206  3  0.586  59  e  1  2765556|370  1  0.7613  68  ne  2  2782955.77777778
206  3  0.586  59  e  1  2765556|372  3  0.604  60  ne  2  2769725.77777778
206  3  0.586  59  e  1  2765556|373  0  0.4309  70  ne  2  2780532
206  3  0.586  59  e  1  2765556|374  2  0.6353  58  ne  2  3241942.4
206  3  0.586  59  e  1  2765556|375  0  0.7667  66  ne  2  2783479.11111111
206  3  0.586  59  e  1  2765556|376  3  0.7441  65  ne  2  2771208.44444444
206  3  0.586  59  e  1  2765556|382  0  0.4683  63  ne  2  2780545.11111111
206  3  0.586  59  e  1  2765556|383  3  0.4585  43  ne  2  3225378.4
206  3  0.586  59  e  1  2765556|384  0  0.4179  57  ne  2  2776452.66666667
206  3  0.586  59  e  1  2765556|387  3  0.5122  61  ne  2  3221242.8
206  3  0.586  59  e  1  2765556|388  3  0.5223  67  ne  2  2769424.88888889
206  3  0.586  59  e  1  2765556|393  1  0.6189  48  ne  2  3241264
206  3  0.586  59  e  1  2765556|394  3  0.429  59  ne  2  2772713.11111111
206  3  0.586  59  e  1  2765556|395  0  0.3956  72  ne  2  3234847.6
206  3  0.586  59  e  1  2765556|399  1  0.7401  53  ne  2  3240740.8
206  3  0.586  59  e  1  2765556|401  0  0.6362  46  ne  2  3242098
206  3  0.586  59  e  1  2765556|408  3  0.393  69  ne  2  2768265.33333333
206  3  0.586  59  e  1  2765556|410  1  0.5225  62  ne  2  2781696.44444444
206  3  0.586  59  e  1  2765556|413  3  0.6723  63  ne  2  3226325.2
206  3  0.586  59  e  1  2765556|414  1  0.4496  80  ne  2  3236181.6
206  3  0.586  59  e  1  2765556|418  3  0.5505  56  ne  2  2773552.44444444
206  3  0.586  59  e  1  2765556|419  0  0.481  53  ne  2  2781906
206  3  0.586  59  e  1  2765556|420  1  0.5277  68  ne  2  3242505.2
206  3  0.586  59  e  1  2765556|423  0  0.4624  61  ne  2  2772462.66666667
206  3  0.586  59  e  1  2765556|426  3  0.4902  56  ne  2  2769236.22222222
206  3  0.586  59  e  1  2765556|427  1  0.6003  49  ne  2  3243477.6
206  3  0.586  59  e  1  2765556|429  1  0.5716  47  ne  2  3242532.4
206  3  0.586  59  e  1  2765556|430  3  0.5382  55  ne  2  3229570.8
206  3  0.586  59  e  1  2765556|434  0  0.6433  71  ne  2  3241923.6
206  3  0.586  59  e  1  2765556|435  2  0.6637  62  ne  2  3239139.2
206  3  0.586  59  e  1  2765556|437  1  0.6771  56  ne  2  2786294.22222222
206  3  0.586  59  e  1  2765556|439  3  0.6479  66  ne  2  3229027.2
206  3  0.586  59  e  1  2765556|440  3  0.4158  65  ne  2  3228377.2
206  3  0.586  59  e  1  2765556|442  0  0.4812  80  ne  2  3236382.8
206  3  0.586  59  e  1  2765556|443  2  0.6739  62  ne  2  3243906.8
206  3  0.586  59  e  1  2765556|448  3  0.5447  68  ne  2  3225722
206  3  0.586  59  e  1  2765556|449  0  0.5476  62  ne  2  3243680.4
206  3  0.586  59  e  1  2765556|451  3  0.564  47  ne  2  3228298
206  3  0.586  59  e  1  2765556|454  0  0.6282  72  ne  2  3250359.2
206  3  0.586  59  e  1  2765556|455  1  0.5034  65  ne  2  3232495.6
206  3  0.586  59  e  1  2765556|458  0  0.6184  67  ne  2  3243963.2
206  3  0.586  59  e  1  2765556|459  3  0.5416  57  ne  2  2767936
206  3  0.586  59  e  1  2765556|461  2  0.7178  51  ne  2  2784724.22222222
206  3  0.586  59  e  1  2765556|465  2  0.5613  75  ne  2  2775651.33333333
206  3  0.586  59  e  1  2765556|468  3  0.494  63  ne  2  3223058
206  3  0.586  59  e  1  2765556|470  1  0.6942  66  ne  2  3246870.4
206  3  0.586  59  e  1  2765556|471  0  0.492  51  ne  2  2782846.66666667
206  3  0.586  59  e  1  2765556|473  1  0.4976  62  ne  2  3243662
206  3  0.586  59  e  1  2765556|476  3  0.6782  60  ne  2  3228612
206  3  0.586  59  e  1  2765556|478  3  0.4469  53  ne  2  2768220.66666667
206  3  0.586  59  e  1  2765556|484  1  0.7097  79  ne  2  3243512
83  3  0.5546  28  e  1  2766897.55555556|278  3  0.5323  24  ne  2  2769154.88888889
83  3  0.5546  28  e  1  2766897.55555556|280  2  0.7887  33  ne  2  3251173.2
83  3  0.5546  28  e  1  2766897.55555556|282  1  0.6348  29  ne  2  3250051.2
83  3  0.5546  28  e  1  2766897.55555556|284  1  0.6224  27  ne  2  3245241.2
83  3  0.5546  28  e  1  2766897.55555556|289  3  0.4988  28  ne  2  2768551.55555556
83  3  0.5546  28  e  1  2766897.55555556|290  1  0.5585  15  ne  2  3242566.8
83  3  0.5546  28  e  1  2766897.55555556|292  0  0.5165  19  ne  2  3243760.8
83  3  0.5546  28  e  1  2766897.55555556|297  2  0.6314  30  ne  2  2783835.77777778
83  3  0.5546  28  e  1  2766897.55555556|299  2  0.5242  37  ne  2  2775303.33333333
83  3  0.5546  28  e  1  2766897.55555556|304  0  0.6159  15  ne  2  3253802
83  3  0.5546  28  e  1  2766897.55555556|307  0  0.5736  17  ne  2  3247802.8
83  3  0.5546  28  e  1  2766897.55555556|309  0  0.4277  15  ne  2  3244242
83  3  0.5546  28  e  1  2766897.55555556|323  3  0.4664  28  ne  2  2768306.22222222
83  3  0.5546  28  e  1  2766897.55555556|326  3  0.5902  32  ne  2  2767342.66666667
83  3  0.5546  28  e  1  2766897.55555556|328  1  0.6123  27  ne  2  3240724.8
83  3  0.5546  28  e  1  2766897.55555556|329  3  0.3933  30  ne  2  2769073.77777778
83  3  0.5546  28  e  1  2766897.55555556|332  1  0.5024  19  ne  2  3240543.2
83  3  0.5546  28  e  1  2766897.55555556|334  3  0.501  38  ne  2  2770146.66666667
83  3  0.5546  28  e  1  2766897.55555556|339  1  0.5114  20  ne  2  3235835.2
83  3  0.5546  28  e  1  2766897.55555556|340  1  0.3881  28  ne  2  3232744.4
83  3  0.5546  28  e  1  2766897.55555556|341  3  0.6296  45  ne  2  2771936
83  3  0.5546  28  e  1  2766897.55555556|344  3  0.5363  24  ne  2  2767819.33333333
83  3  0.5546  28  e  1  2766897.55555556|346  2  0.5199  21  ne  2  3233036
83  3  0.5546  28  e  1  2766897.55555556|352  1  0.3866  45  ne  2  3234995.2
83  3  0.5546  28  e  1  2766897.55555556|357  0  0.4744  35  ne  2  2778553.11111111
83  3  0.5546  28  e  1  2766897.55555556|358  3  0.4301  16  ne  2  2764683.33333333
83  3  0.5546  28  e  1  2766897.55555556|359  3  0.5357  26  ne  2  2767913.11111111
83  3  0.5546  28  e  1  2766897.55555556|360  0  0.6009  34  ne  2  3253388
83  3  0.5546  28  e  1  2766897.55555556|362  1  0.3419  32  ne  2  3239774.8
83  3  0.5546  28  e  1  2766897.55555556|364  3  0.5885  30  ne  2  3225166.4
83  3  0.5546  28  e  1  2766897.55555556|366  0  0.5449  26  ne  2  3249763.2
83  3  0.5546  28  e  1  2766897.55555556|367  3  0.5174  23  ne  2  2770455.55555556
