.ID.  localsearch  rho  ants  statusElite  iteration  eliteResults|.ID.  localsearch  rho  ants  statusNew  iteration  newResults
230  3  0.1129  19  e  1  2768910.22222222|278  3  0.0905  24  ne  2  2772719.33333333
230  3  0.1129  19  e  1  2768910.22222222|279  0  0.0872  25  ne  2  2782375.77777778
230  3  0.1129  19  e  1  2768910.22222222|280  3  0.1173  26  ne  2  2770026
230  3  0.1129  19  e  1  2768910.22222222|282  3  0.0688  20  ne  2  2769812.22222222
230  3  0.1129  19  e  1  2768910.22222222|283  3  0.1771  25  ne  2  2769245.55555556
230  3  0.1129  19  e  1  2768910.22222222|284  0  0.0903  22  ne  2  2779120.22222222
230  3  0.1129  19  e  1  2768910.22222222|285  0  0.0129  37  ne  2  2780655.11111111
230  3  0.1129  19  e  1  2768910.22222222|289  3  0.2865  33  ne  2  1911091.2
230  3  0.1129  19  e  1  2768910.22222222|292  1  0.0952  21  ne  2  2776929.11111111
230  3  0.1129  19  e  1  2768910.22222222|296  1  0.106  11  ne  2  2778898.66666667
230  3  0.1129  19  e  1  2768910.22222222|298  0  0.1543  12  ne  2  2778231.33333333
230  3  0.1129  19  e  1  2768910.22222222|299  1  0.0433  31  ne  2  1911840
230  3  0.1129  19  e  1  2768910.22222222|300  2  0.0845  28  ne  2  2781012.44444444
230  3  0.1129  19  e  1  2768910.22222222|303  0  0.126  38  ne  2  2777623.55555556
230  3  0.1129  19  e  1  2768910.22222222|310  1  0.2181  17  ne  2  2782338.88888889
230  3  0.1129  19  e  1  2768910.22222222|316  0  0.0895  15  ne  2  2783311.55555556
230  3  0.1129  19  e  1  2768910.22222222|318  0  0.148  28  ne  2  2777078
230  3  0.1129  19  e  1  2768910.22222222|325  3  0.1236  4  ne  2  2767372
230  3  0.1129  19  e  1  2768910.22222222|329  3  0.1619  13  ne  2  2769748.66666667
230  3  0.1129  19  e  1  2768910.22222222|330  0  0.1554  16  ne  2  2783102.88888889
230  3  0.1129  19  e  1  2768910.22222222|336  3  0.1125  22  ne  2  1908855.6
230  3  0.1129  19  e  1  2768910.22222222|338  1  0.2402  10  ne  2  2782970
230  3  0.1129  19  e  1  2768910.22222222|341  3  0.1867  10  ne  2  1906242
230  3  0.1129  19  e  1  2768910.22222222|344  3  0.0501  30  ne  2  1907327.6
230  3  0.1129  19  e  1  2768910.22222222|346  2  0.0787  9  ne  2  2779549.33333333
230  3  0.1129  19  e  1  2768910.22222222|347  3  0.0734  22  ne  2  1907818
230  3  0.1129  19  e  1  2768910.22222222|348  3  0.1286  17  ne  2  2767337.77777778
230  3  0.1129  19  e  1  2768910.22222222|349  3  0.0758  18  ne  2  1908564.8
230  3  0.1129  19  e  1  2768910.22222222|350  3  0.1678  6  ne  2  2768218.66666667
230  3  0.1129  19  e  1  2768910.22222222|352  0  0.0267  14  ne  2  2778441.77777778
230  3  0.1129  19  e  1  2768910.22222222|354  3  0.1733  22  ne  2  1910920.8
230  3  0.1129  19  e  1  2768910.22222222|358  3  0.0696  19  ne  2  1904900.8
230  3  0.1129  19  e  1  2768910.22222222|359  2  0.0226  19  ne  2  2777821.55555556
230  3  0.1129  19  e  1  2768910.22222222|360  3  0.0587  18  ne  2  2770818.88888889
230  3  0.1129  19  e  1  2768910.22222222|367  2  0.1797  14  ne  2  2779746.44444444
230  3  0.1129  19  e  1  2768910.22222222|368  0  0.048  37  ne  2  1906018.4
230  3  0.1129  19  e  1  2768910.22222222|369  0  0.0194  31  ne  2  2777528.66666667
230  3  0.1129  19  e  1  2768910.22222222|371  3  0.0384  33  ne  2  1910402.8
