.ID.  localsearch  rho  ants  statusElite  iteration  eliteResults|.ID.  localsearch  rho  ants  statusNew  iteration  newResults
241  3  0.2008  13  e  1  2763508.44444444|279  3  0.2617  23  ne  2  3274897.2
241  3  0.2008  13  e  1  2763508.44444444|281  1  0.2325  29  ne  2  3298167.2
241  3  0.2008  13  e  1  2763508.44444444|283  2  0.143  9  ne  2  3287892.4
241  3  0.2008  13  e  1  2763508.44444444|285  2  0.2146  3  ne  2  2776019.33333333
241  3  0.2008  13  e  1  2763508.44444444|287  3  0.097  17  ne  2  3275723.2
241  3  0.2008  13  e  1  2763508.44444444|288  3  0.1072  17  ne  2  3274652.4
241  3  0.2008  13  e  1  2763508.44444444|294  2  0.2352  23  ne  2  3294066.4
241  3  0.2008  13  e  1  2763508.44444444|295  1  0.1309  23  ne  2  3292098.4
241  3  0.2008  13  e  1  2763508.44444444|296  3  0.3777  13  ne  2  2764567.77777778
241  3  0.2008  13  e  1  2763508.44444444|301  1  0.0834  27  ne  2  3289975.2
241  3  0.2008  13  e  1  2763508.44444444|302  3  0.1285  13  ne  2  3273967.2
241  3  0.2008  13  e  1  2763508.44444444|303  0  0.1509  10  ne  2  3290539.6
241  3  0.2008  13  e  1  2763508.44444444|305  3  0.1852  7  ne  2  3278696.8
241  3  0.2008  13  e  1  2763508.44444444|306  0  0.2595  14  ne  2  3290092.8
241  3  0.2008  13  e  1  2763508.44444444|308  3  0.2311  20  ne  2  2764885.11111111
241  3  0.2008  13  e  1  2763508.44444444|310  3  0.1245  12  ne  2  3275802
241  3  0.2008  13  e  1  2763508.44444444|312  0  0.1727  6  ne  2  2773934
241  3  0.2008  13  e  1  2763508.44444444|313  3  0.1548  13  ne  2  3282077.2
241  3  0.2008  13  e  1  2763508.44444444|315  1  0.178  15  ne  2  3283833.6
241  3  0.2008  13  e  1  2763508.44444444|316  3  0.1598  18  ne  2  3278593.2
241  3  0.2008  13  e  1  2763508.44444444|317  3  0.3074  8  ne  2  3279405.2
241  3  0.2008  13  e  1  2763508.44444444|319  1  0.1092  10  ne  2  3282955.2
241  3  0.2008  13  e  1  2763508.44444444|320  2  0.2537  5  ne  2  3285743.2
241  3  0.2008  13  e  1  2763508.44444444|323  3  0.2003  33  ne  2  2767223.33333333
241  3  0.2008  13  e  1  2763508.44444444|324  0  0.1424  18  ne  2  3289131.6
241  3  0.2008  13  e  1  2763508.44444444|327  0  0.2194  19  ne  2  2779383.11111111
241  3  0.2008  13  e  1  2763508.44444444|328  2  0.2318  15  ne  2  2774791.77777778
241  3  0.2008  13  e  1  2763508.44444444|329  3  0.2159  23  ne  2  2770286
241  3  0.2008  13  e  1  2763508.44444444|330  3  0.1253  15  ne  2  3280436.4
241  3  0.2008  13  e  1  2763508.44444444|332  2  0.2292  9  ne  2  2776886.88888889
241  3  0.2008  13  e  1  2763508.44444444|335  1  0.2297  15  ne  2  3290312.8
241  3  0.2008  13  e  1  2763508.44444444|341  1  0.1007  4  ne  2  3290338
241  3  0.2008  13  e  1  2763508.44444444|342  3  0.1238  12  ne  2  3272441.6
241  3  0.2008  13  e  1  2763508.44444444|344  2  0.2768  18  ne  2  3289929.6
241  3  0.2008  13  e  1  2763508.44444444|347  0  0.2916  9  ne  2  3293627.6
241  3  0.2008  13  e  1  2763508.44444444|348  3  0.2542  29  ne  2  3283854.4
241  3  0.2008  13  e  1  2763508.44444444|349  0  0.3665  15  ne  2  3289392
241  3  0.2008  13  e  1  2763508.44444444|350  3  0.1733  10  ne  2  2766003.77777778
241  3  0.2008  13  e  1  2763508.44444444|352  0  0.2812  23  ne  2  3293367.2
241  3  0.2008  13  e  1  2763508.44444444|353  3  0.2262  9  ne  2  2769282.44444444
241  3  0.2008  13  e  1  2763508.44444444|354  3  0.19  14  ne  2  3275597.6
241  3  0.2008  13  e  1  2763508.44444444|355  3  0.2122  12  ne  2  2762478.22222222
241  3  0.2008  13  e  1  2763508.44444444|360  0  0.1439  17  ne  2  3292516.8
241  3  0.2008  13  e  1  2763508.44444444|367  2  0.2274  5  ne  2  2780238
241  3  0.2008  13  e  1  2763508.44444444|369  1  0.3755  23  ne  2  3291737.6
241  3  0.2008  13  e  1  2763508.44444444|371  3  0.2188  14  ne  2  3280490.8
241  3  0.2008  13  e  1  2763508.44444444|372  0  0.0462  25  ne  2  2774306.22222222
241  3  0.2008  13  e  1  2763508.44444444|373  2  0.2499  12  ne  2  3294403.2
241  3  0.2008  13  e  1  2763508.44444444|374  0  0.3809  20  ne  2  3291627.2
241  3  0.2008  13  e  1  2763508.44444444|375  3  0.3584  20  ne  2  3274786
241  3  0.2008  13  e  1  2763508.44444444|381  0  0.0835  17  ne  2  3291360.4
241  3  0.2008  13  e  1  2763508.44444444|382  3  0.0737  11  ne  2  2764321.11111111
241  3  0.2008  13  e  1  2763508.44444444|383  0  0.1785  22  ne  2  2780042.88888889
241  3  0.2008  13  e  1  2763508.44444444|384  3  0.1085  17  ne  2  2767615.11111111
241  3  0.2008  13  e  1  2763508.44444444|385  1  0.2892  5  ne  2  3289175.2
241  3  0.2008  13  e  1  2763508.44444444|386  3  0.2181  3  ne  2  3282121.2
241  3  0.2008  13  e  1  2763508.44444444|387  3  0.288  24  ne  2  3278711.2
241  3  0.2008  13  e  1  2763508.44444444|393  0  0.1985  9  ne  2  3281307.2
241  3  0.2008  13  e  1  2763508.44444444|394  0  0.337  14  ne  2  3287317.2
241  3  0.2008  13  e  1  2763508.44444444|395  1  0.2216  20  ne  2  2779878.44444444
241  3  0.2008  13  e  1  2763508.44444444|397  1  0.2005  2  ne  2  3309412.4
241  3  0.2008  13  e  1  2763508.44444444|399  1  0.2277  6  ne  2  3292955.2
241  3  0.2008  13  e  1  2763508.44444444|401  3  0.2315  17  ne  2  2767937.33333333
241  3  0.2008  13  e  1  2763508.44444444|403  0  0.245  17  ne  2  3285626.4
241  3  0.2008  13  e  1  2763508.44444444|406  1  0.2394  10  ne  2  3293433.6
241  3  0.2008  13  e  1  2763508.44444444|407  0  0.3033  16  ne  2  3289621.2
241  3  0.2008  13  e  1  2763508.44444444|409  3  0.2285  14  ne  2  3272615.2
241  3  0.2008  13  e  1  2763508.44444444|411  3  0.2867  11  ne  2  2766546.44444444
241  3  0.2008  13  e  1  2763508.44444444|416  3  0.1654  10  ne  2  2769235.11111111
241  3  0.2008  13  e  1  2763508.44444444|417  0  0.0961  7  ne  2  3290170
241  3  0.2008  13  e  1  2763508.44444444|418  1  0.1427  22  ne  2  3285932.4
241  3  0.2008  13  e  1  2763508.44444444|421  0  0.0775  15  ne  2  3289601.6
241  3  0.2008  13  e  1  2763508.44444444|424  3  0.1053  10  ne  2  2769241.11111111
241  3  0.2008  13  e  1  2763508.44444444|425  1  0.2151  3  ne  2  3297589.2
241  3  0.2008  13  e  1  2763508.44444444|427  1  0.1864  1  ne  2  3306092.4
241  3  0.2008  13  e  1  2763508.44444444|428  3  0.1531  9  ne  2  3276302.4
241  3  0.2008  13  e  1  2763508.44444444|432  0  0.2579  25  ne  2  3289591.6
241  3  0.2008  13  e  1  2763508.44444444|433  2  0.2783  16  ne  2  3287270.4
241  3  0.2008  13  e  1  2763508.44444444|435  1  0.2916  10  ne  2  3291969.2
241  3  0.2008  13  e  1  2763508.44444444|437  3  0.2625  20  ne  2  3277144
241  3  0.2008  13  e  1  2763508.44444444|438  3  0.0312  19  ne  2  3275890.8
241  3  0.2008  13  e  1  2763508.44444444|440  0  0.0963  35  ne  2  2777708.88888889
241  3  0.2008  13  e  1  2763508.44444444|441  2  0.2884  16  ne  2  2779236
241  3  0.2008  13  e  1  2763508.44444444|446  3  0.2927  12  ne  2  2769522.44444444
241  3  0.2008  13  e  1  2763508.44444444|447  2  0.2349  14  ne  2  2780389.77777778
241  3  0.2008  13  e  1  2763508.44444444|449  3  0.081  22  ne  2  3279386.8
241  3  0.2008  13  e  1  2763508.44444444|450  1  0.2669  19  ne  2  3290265.2
241  3  0.2008  13  e  1  2763508.44444444|453  1  0.2679  16  ne  2  3300263.6
241  3  0.2008  13  e  1  2763508.44444444|454  3  0.178  15  ne  2  3276318.4
241  3  0.2008  13  e  1  2763508.44444444|455  1  0.2908  8  ne  2  3290296
241  3  0.2008  13  e  1  2763508.44444444|457  1  0.1774  20  ne  2  3288381.2
241  3  0.2008  13  e  1  2763508.44444444|458  3  0.2447  4  ne  2  3274513.6
241  3  0.2008  13  e  1  2763508.44444444|460  3  0.1608  18  ne  2  3277347.6
241  3  0.2008  13  e  1  2763508.44444444|462  3  0.1686  5  ne  2  3278740
241  3  0.2008  13  e  1  2763508.44444444|463  1  0.3649  14  ne  2  3290524.4
241  3  0.2008  13  e  1  2763508.44444444|464  3  0.2652  16  ne  2  2762764.88888889
241  3  0.2008  13  e  1  2763508.44444444|466  2  0.2437  25  ne  2  3286567.6
241  3  0.2008  13  e  1  2763508.44444444|469  0  0.1152  18  ne  2  3289854.4
241  3  0.2008  13  e  1  2763508.44444444|470  3  0.1994  4  ne  2  2763512.44444444
241  3  0.2008  13  e  1  2763508.44444444|472  3  0.2243  11  ne  2  2767408.66666667
241  3  0.2008  13  e  1  2763508.44444444|476  1  0.2631  5  ne  2  3296812.4
241  3  0.2008  13  e  1  2763508.44444444|477  1  0.2297  23  ne  2  3290564.8
241  3  0.2008  13  e  1  2763508.44444444|481  1  0.3241  34  ne  2  3288599.6
241  3  0.2008  13  e  1  2763508.44444444|483  0  0.1956  19  ne  2  2780029.33333333
241  3  0.2008  13  e  1  2763508.44444444|484  2  0.1688  13  ne  2  3289280.4
241  3  0.2008  13  e  1  2763508.44444444|486  3  0.306  7  ne  2  2766602
183  0  0.2577  45  e  1  2769672.22222222|278  0  0.2355  41  ne  2  3294289.2
183  0  0.2577  45  e  1  2769672.22222222|280  2  0.491  51  ne  2  3287472.8
183  0  0.2577  45  e  1  2769672.22222222|282  3  0.3376  46  ne  2  2771130.44444444
183  0  0.2577  45  e  1  2769672.22222222|284  3  0.3253  44  ne  2  3279558.8
183  0  0.2577  45  e  1  2769672.22222222|289  0  0.2021  45  ne  2  3285672.8
183  0  0.2577  45  e  1  2769672.22222222|290  3  0.2615  32  ne  2  2765012.66666667
183  0  0.2577  45  e  1  2769672.22222222|292  1  0.2198  36  ne  2  2772649.11111111
183  0  0.2577  45  e  1  2769672.22222222|297  2  0.3343  47  ne  2  2776122.66666667
183  0  0.2577  45  e  1  2769672.22222222|299  2  0.2274  55  ne  2  3285866.8
183  0  0.2577  45  e  1  2769672.22222222|304  1  0.3188  31  ne  2  3287664.8
183  0  0.2577  45  e  1  2769672.22222222|307  1  0.2766  34  ne  2  3287188
183  0  0.2577  45  e  1  2769672.22222222|309  1  0.1312  32  ne  2  2779895.55555556
183  0  0.2577  45  e  1  2769672.22222222|321  1  0.3148  44  ne  2  3286262.8
183  0  0.2577  45  e  1  2769672.22222222|325  1  0.3326  49  ne  2  3289971.6
